country,chain,item,size_label,grams,ml,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,source_url
UK,Burger King,Halloumi patty,1 item,,,199,14,1.1,16,0,0.5,https://www.burgerking.co.uk/menu
UK,Burger King,Mayonnaise,1 item,,,6,0.0,0.0,0.7,0.0,0.0,https://www.burgerking.co.uk/menu
UK,Burger King,Ketchup,1 item,,,1,0.0,0.2,0,0.0,0.2,https://www.burgerking.co.uk/menu
UK,Burger King,Mustard,1 item,,,1,0.0,0.0,0.1,0.0,0.0,https://www.burgerking.co.uk/menu
UK,Burger King,Western BBQ Sauce,1 item,1,,1,0.0,0.3,0.0,0.0,0.3,https://www.burgerking.co.uk/menu
UK,Burger King,King Sauce,1 item,,,4,0.0,0.2,0.4,0,0.1,https://www.burgerking.co.uk/menu
UK,Burger King,Smoky BBQ Sauce,1 item,,,2,0.0,0.4,0.0,0,0.3,https://www.burgerking.co.uk/menu
UK,Burger King,Tomatoe,1 item,,,2,0.1,0.4,0.0,0.1,0.4,https://www.burgerking.co.uk/menu
UK,Burger King,Lettuce,1 item,,,0,0.0,0.0,0,0.0,0.0,https://www.burgerking.co.uk/menu
UK,Burger King,Onions,1 item,,,0,0.0,0.1,0,0.0,0.1,https://www.burgerking.co.uk/menu
UK,Burger King,Pickles,1 item,,,0,0.0,0.1,0,0,0.0,https://www.burgerking.co.uk/menu
UK,Burger King,Jalapenos,1 item,,,1,0.0,0.0,0.0,0.1,0.0,https://www.burgerking.co.uk/menu
UK,Burger King,HP sauce,1 item,,,1,0.0,0.3,0.0,0,0.2,https://www.burgerking.co.uk/menu
UK,Burger King,Mott's Apple Sauce,1 item,,,50,0,13,0,1,11,https://www.burgerking.co.uk/menu
UK,Burger King,Chilli cheese bites,1 item,17.61,,50,1.6,4.9,2.6,0.3,0.2,https://www.burgerking.co.uk/menu
UK,Burger King,French Fries,1 item,1,,2,0.0,0.3,0.1,0.1,0,https://www.burgerking.co.uk/menu
UK,Burger King,Mozzarella sticks,1 item,20,,66,3.0,4,4.2,0.3,0.2,https://www.burgerking.co.uk/menu
