country,chain,item,size_label,grams,ml,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,source_url
CA,Subway,Nashville-Style Hot Chicken,1 serving,271,,590,32,53,27,3,7,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Nashville-Style Hot Sauce,1 serving,14,,35,0,3,3,0,2,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Oatmeal Raisin Cookie**,1 serving,45,,200,3,30,8,1,16,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,"Olives, Black",1 serving,3,,3,0,0,0,0,0,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,"Onions, Red",1 serving,7,,3,0,1,0,0,0,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,"Parmesan, Grated",1 serving,3,,10,1,0,1,0,0,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Pepper,1 serving,0,,0,0,0,0,0,0,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Peppercorn Ranch Sauce,1 serving,14,,80,0,1,8,0,1,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Pepperoni (3 slices),1 serving,18,,80,4,1,7,0,1,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Pickles,1 serving,10,,1,0,0,0,0,0,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Piri Piri Style Sauce,1 serving,14,,45,0,1,4,0,1,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Piri-Piri Chicken,1 serving,231,,510,31,44,23,2,5,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Pizza Sub,1 serving,223,,440,18,47,20,3,8,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Pizza Sub,1 serving,254,,530,19,59,25,4,6,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Potato Rings (4),1 serving,92,,150,2,19,8,2,1,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Rotisserie-Style Chicken,1 serving,244,,450,28,43,19,3,5,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Rotisserie-Style Chicken,1 serving,258,,450,30,41,20,4,6,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Rotisserie-Style Chicken,1 serving,276,,540,28,55,24,3,3,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Rotisserie-Style Chicken,1 serving,71,,100,17,1,3,0,0,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Salami,1 serving,59,,230,11,2,20,0,1,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Salt,1 serving,0,,0,0,0,0,0,0,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Sausage & Cheese,1 serving,175,,480,16,42,27,2,4,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Sausage & Cheese,1 serving,206,,570,17,54,32,3,3,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Sausage & Cheese,1 serving,162,,450,15,38,27,2,2,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Sausage & Egg,1 serving,260,,630,25,45,39,3,5,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Sausage & Egg,1 serving,291,,720,25,57,44,3,4,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Sausage & Egg,1 serving,204,,530,19,40,33,2,2,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,"Sausage Patty, Breakfast (1 patty)",1 serving,37,,130,6,1,11,0,0,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Smashed Avocado & Turkey,1 serving,293,,550,24,50,28,5,7,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Smoky Honey Mustard Sauce,1 serving,14,,45,0,3,5,0,3,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,"Spinach, Baby",1 serving,7,,2,0,0,0,0,0,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Steak & Cheese,1 serving,244,,470,25,45,21,3,6,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Steak & Cheese,1 serving,258,,440,26,44,17,4,8,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Steak & Cheese,1 serving,276,,560,25,58,26,3,5,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Steak (no cheese),1 serving,71,,110,14,3,5,0,2,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Steak'n Bacon,1 serving,257,,600,31,46,32,3,6,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Sweet Onion Chicken Teriyaki,1 serving,258,,410,26,59,8,3,19,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Sweet Onion Chicken Teriyaki,1 serving,272,,410,28,57,8,4,20,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Sweet Onion Teriyaki,1 serving,290,,500,26,71,13,3,17,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Sweet Onion Teriyaki Sauce,1 serving,14,,35,0,8,0,0,7,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Swiss**,1 serving,14,,50,4,0,4,0,0,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Teriyaki Crunch,1 serving,298,,540,29,67,15,3,20,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Three Cheese,1 serving,113,,350,14,37,16,2,1,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Tomatoes,1 serving,35,,5,0,1,0,0,1,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Tuna (includes Mayonnaise),1 serving,230,,490,22,42,26,3,5,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Tuna (includes Mayonnaise),1 serving,244,,490,24,41,26,4,6,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Tuna (includes Mayonnaise),1 serving,262,,580,22,55,31,3,3,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Tuna (includes Mayonnaise),1 serving,71,,230,11,0,20,0,0,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Turkey Breast,1 serving,233,,430,20,46,18,3,6,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Turkey Breast,1 serving,240,,420,21,44,19,4,7,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Turkey Breast,1 serving,265,,510,20,58,23,3,5,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Turkey Breast,1 serving,60,,70,9,4,2,0,2,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Turkey Ranch,1 serving,160,,350,14,40,15,2,2,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Veggie Delite,1 serving,188,,360,11,43,16,3,5,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Veggie Delite,1 serving,219,,450,12,55,21,3,3,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Veggie Patty,1 serving,259,,520,18,57,25,12,8,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Veggie Patty,1 serving,304,,620,17,72,30,11,6,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Veggie Patty**,1 serving,85,,170,6,17,9,8,2,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,White Chip Macadamia Nut Cookie,1 serving,45,,210,2,28,10,1,17,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Wild Rice (4 oz),1 serving,113,,200,4,41,3,2,0,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
CA,Subway,Wrap,1 serving,102,,300,8,51,7,2,1,"https://www.subway.com/en-ca/-/media/northamerica/canada/nutrition/2026/w1/can-nutrition-1,-d-,2026-eng.pdf"
UK,Subway,American-style Cheese,1 serving,12,,42,2.3,0.4,3.5,0,0.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,B.M.T & Cheese,1 serving,390,,561,27,53,27,8,2.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,BBQ Chicken & Bacon Toastie,1 serving,193,,410,27,43,14,2.8,10,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,BBQ Honey Mustard Chicken & Bacon,1 serving,436,,577,30,60,23,8.4,9.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Bacon,1 serving,100,,306,16,37,11,2.3,5.1,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Bacon and Cheese Toastie,1 serving,165,,487,27,43,24,2.6,11,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Baked Beans Snack Pot,1 serving,140,,109,6.6,18,0.3,5.2,6.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Big Bombay,1 serving,246,,282,24,13,15,3.2,11,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Big Breakwich,1 serving,272,,599,30,55,30,4.2,9.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Big Breakwich,1 serving,297,,685,29,67,33,6,7.8,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Big Breakwich,1 serving,502,,738,32,69,37,9.6,6.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Big Cheesesteak Toastie,1 serving,218,,458,26,48,18,3.3,11,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Breaded Chicken,1 serving,248,,423,25,53,12,3.8,9.3,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Breaded Chicken,1 serving,253,,451,24,53,16,3,6.8,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Breaded Chicken,1 serving,316,,256,19,21,11,3.5,7.8,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Breaded Chicken,1 serving,492,,605,29,69,23,9.3,6.7,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Breaded Chicken,1 serving,85,,176,14,14.3,7,0.7,2.7,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Breaded Chicken with bacon Special,1 serving,260,,574,30,61,24,4,14,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Breaded Chicken with bacon Special,1 serving,284,,597,31,69,21,5.4,12,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Breaded Chicken with bacon Special,1 serving,320,,442,27,35,22,3.6,17,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Breaded Chicken with bacon Special,1 serving,507,,728,38,76,30,9.4,11,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Butter & Cheese,1 serving,324,,413,14,51,17,7.4,2,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Butter (Salted),1 serving,10.4,,77,0,0,8.5,0,0,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Cheese & Beans,1 serving,464,,522,21,69,17,13,8.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Cheesy Garlic Slice,Footlong,95,,308,16,20,18,1.1,2.5,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Chicken Breast,1 serving,198,,340,26,42,6.8,2.4,7,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Chicken Breast,1 serving,217,,410,25,51,10,4.3,5.3,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Chicken Breast,1 serving,218,,148,20,5.3,4.7,1.7,4.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Chicken Breast & Cheese,1 serving,395,,498,30,53,18,7.4,3.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Chicken Tikka,1 serving,197,,345,28,43,7.1,3.5,6.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Chicken Tikka,1 serving,217,,414,27,51,11,5.4,4.7,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Chicken Tikka,1 serving,218,,152,22,5.6,5.1,2.7,3.8,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Chicken Tikka,1 serving,71,,89,18,2,1.4,0,0.9,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Chicken Tikka & Cheese,1 serving,395,,502,32,53,18,8.5,2.9,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Chili Flakes,1 serving,1,,4,0.1,0.4,0.1,0.2,0,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Chipotle Cheesy Bites,1 serving,75,,145,9.8,16,14,1.4,1,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Chipotle Southwest sauce,1 serving,14,,58,0.1,1.2,5.8,0.1,0.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Choc Chip Cookie,Footlong,265,,1344,15,164,68,6,94,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Chocolate Chunk Cookie,1 serving,45,,214,2.3,28,10,1.2,16,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Crispy Onions,1 serving,7,,41,0.4,2.9,3,0.3,0.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Cucumbers,1 serving,18,,3,0.1,0.6,0,0.1,0.3,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Dipper-Pepperoni,Footlong,137,,433,15,49,19,4,3.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Dipper-Triple Cheese,Footlong,147,,450,18,50,20,3.9,3.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Doritos Chilli Heat Wave Nachos,1 serving,206,,611,19,57,34,5.8,8.8,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Doritos Chilli Heat Wave Nachos,1 serving,275,,901,28,82,51,8,11,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Doritos Lightly Salted Nachos,1 serving,207,,590,19,60,30,6.8,5.1,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Doritos Lightly Salted Nachos (Sharer),1 serving,275,,868,28,87,45,9.6,5.8,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Doritos Tangy Cheese Nachos,1 serving,207,,615,19,55,34,6,6.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Doritos Tangy Cheese Nachos (Sharer),1 serving,275,,907,28,79,51,8.3,7.8,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Extra Spicy Chipotle sauce,1 serving,14,,60,0.2,1.1,6.1,0.1,0.7,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Falafel (Trial stores only),1 serving,208,,360,13,52,12,8.8,7.2,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Falafel (Trial stores only),1 serving,319,,456,14,65,16,12,6.8,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Falafel (Trial stores only),1 serving,276,,193,7.7,19,10,8.6,5.8,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Falafel (Trial stores only),1 serving,450,,538,18,67,23,14,4.7,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Falafel Bites,1 serving,90,,226,6.5,26,13,12,1.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Falafel Bites (Trial stores only),1 serving,90,,226,6.5,26,13,12,1.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Furious Chicken,1 serving,266,,520,26,49,24,4.5,7.2,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Furious Chicken,1 serving,291,,606,25,61,27,6.3,5.5,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Furious Chicken,1 serving,329,,437,20,17,31,4.1,5.7,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Furious Chicken,1 serving,474,,704,28,64,36,9.6,4.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Garlic & Herb Sauce,1 serving,14,,80,0,0.9,8.4,0,0.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Garlic Cheese Steak,1 serving,440,,667,26,64,34,8.8,8.2,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Garlic Cheesesteak,1 serving,272,,539,24,51,27,4.1,12,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Garlic Cheesesteak,1 serving,297,,624,23,63,30,5.9,11,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Garlic Cheesesteak,1 serving,359,,493,18,20,38,3.9,12,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Gluten-Free Bread,1 serving,110,,294,3.3,53,6.6,3.7,1.2,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Grated Mozzarella & Cheddar Cheese,1 serving,14,,45,3.2,0.6,3.4,0,0.1,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,HALAL Beef Meatballs,1 serving,72,,183,12,8,13,1.4,0,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,HALAL Breaded Chicken,1 serving,85,,176,4.4,14.2,6.8,0.7,2.7,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,HALAL Chicken Tikka,1 serving,71,,89,18,2,1.4,1,0.9,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,HALAL Meatballs (in marinara sauce),1 serving,137,,229,14,13,14,2.7,6.7,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,HALAL Pepperoni (Beef) (3 slices),1 serving,18,,73,4,0,6.3,0.4,0,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,HALAL Roast Chicken Breast Strips,1 serving,71,,85,16,1,1,0,1.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,HALAL Rostisserie Style Chicken,1 serving,71,,91,15.6,0,2.5,0,14,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,HALAL Salami (Beef) (3 slices),1 serving,18,,73,3.6,1,6.3,0,0,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,HALAL Steak,1 serving,71,,86,11,8,1.4,0.7,3.9,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,HALAL Turkey Breast (3 slices),1 serving,57,,62,10,1,1.4,0.3,0.3,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,HALAL Turkey Ham (3 slices),1 serving,28,,29,3.9,0,1.1,0.1,0.1,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
